WKT,Enplanements,Passengers,Magnetic_Variation,County_s_State_Post_Office_Code,Official_Facility_Name,Elevation_Nearest_Tenth_Of_A_Foot_Msl,Has_Been_Designated_As_A_Customs_Landing_Rights_Airport,Location_Identifier,Departing_Flights,County_Or_Parish_Name,Magnetic_Direction,Arriving_Flights,Has_Been_Designated_As_An_International_Airport,Icao_Identifier,City_Name,Associated_Aeronautical_Chart,Airport_Activation_Date_Mm_Yyyy,State_Name,SHAPE_X,SHAPE_Y
"POINT (-101.033722221981 48.9130763886041)",,,10,ND,Westhope Muni,1492,N,D64,,Bottineau,E,,N,,Westhope,Billings,05/1947,North Dakota,-101.033722221981,48.9130763886041
"POINT (-99.5378899996687 46.246362499956)",,,8,ND,Wishek Muni,2035,N,6L5,,Mc Intosh,E,,N,,Wishek,Twin Cities,11/1947,North Dakota,-99.5378899996687,46.246362499956
"POINT (-99.9929673885339 42.5792276113188)",,,6,NE,Ainsworth Rgnl,2589,N,ANW,,Brown,E,,N,KANW,Ainsworth,Omaha,12/1944,Nebraska,-99.9929673885339,42.5792276113188
"POINT (-98.0557597219944 41.7285769446006)",,,6,NE,Albion Muni,1806,N,BVN,,Boone,E,,N,KBVN,Albion,Omaha,,Nebraska,-98.0557597219944,41.7285769446006
"POINT (-102.803777777355 42.0532222225212)",472,1147,11,NE,Alliance Muni,3931,N,AIA,257,Box Butte,E,257,N,KAIA,Alliance,Cheyenne,02/1944,Nebraska,-102.803777777355,42.0532222225212
"POINT (-99.3464111108586 40.1124597221987)",,,8,NE,Alma Muni,2072.9,,4D9,,Harlan,E,,,,Alma,Omaha,06/1994,Nebraska,-99.3464111108586,40.1124597221987
"POINT (-99.9078055553954 40.3415833333735)",,,8,NE,Arapahoe Muni,2273,,37V,,Furnas,E,,,,Arapahoe,Omaha,03/1972,Nebraska,-99.9078055553954,40.3415833333735
"POINT (-99.0386080832322 42.5626660000984)",,,6,NE,Stuart-Atkinson Muni,2131,N,8V2,,Holt,E,,N,,Atkinson,Omaha,01/1949,Nebraska,-99.0386080832322,42.5626660000984
"POINT (-95.7891616662364 40.3875016669913)",,,6,NE,Farington Field,932,N,K01,,Nemaha,E,,N,,Auburn,Omaha,10/1946,Nebraska,-95.7891616662364,40.3875016669913
"POINT (-97.9945555559364 40.8941388889663)",,,6,NE,Aurora Muni - Al Potter Field,1803,N,AUH,,Hamilton,E,,N,KAUH,Aurora,Omaha,09/1969,Nebraska,-97.9945555559364,40.8941388889663
"POINT (-99.5695277773382 42.5711388889917)",,,8,NE,Rock County,2349,N,RBE,,Rock,E,,N,KRBE,Bassett,Omaha,08/1950,Nebraska,-99.5695277773382,42.5711388889917
"POINT (-96.7541111107095 40.3012777776442)",,,4,NE,Beatrice Muni,1323.6,N,BIE,,Gage,E,,N,KBIE,Beatrice,Omaha,03/1941,Nebraska,-96.7541111107095,40.3012777776442
"POINT (-101.546833611487 40.0580500003388)",,,9,NE,Jones,3126,,42V,,Dundy,E,,,,Benkelman,Cheyenne,11/1954,Nebraska,-101.546833611487,40.0580500003388
"POINT (-96.1089722218391 41.4148055556677)",,,3,NE,Blair Muni,1318,N,BTA,,Washington,E,,N,KBTA,Blair,Omaha,11/1961,Nebraska,-96.1089722218391,41.4148055556677
"POINT (-97.6736752775103 42.5797244443182)",,,7,NE,Bloomfield Muni,1673,N,84Y,,Knox,E,,N,,Bloomfield,Omaha,02/1951,Nebraska,-97.6736752775103,42.5797244443182
"POINT (-99.642168610874 41.4364505558071)",,,8,NE,Broken Bow Muni/Keith Glaze Fld,2547,N,BBW,,Custer,E,,N,KBBW,Broken Bow,Omaha,04/1940,Nebraska,-99.642168610874,41.4364505558071
"POINT (-99.1502118608948 41.7775766111752)",,,7,NE,Cram Field,2183.3,N,BUB,,Garfield,E,,N,KBUB,Burwell,Omaha,11/1960,Nebraska,-99.1502118608948,41.7775766111752
"POINT (-100.162083333692 40.3065833333465)",,,8,NE,Cambridge Muni,2414,N,CSB,,Furnas,E,,N,KCSB,Cambridge,Omaha,08/1963,Nebraska,-100.162083333692,40.3065833333465
"POINT (-98.0513356108483 41.111561305657)",,,5,NE,Central City Muni - Larry Reineke Field,1717,N,07K,,Merrick,E,,N,,Central City,Omaha,09/1963,Nebraska,-98.0513356108483,41.111561305657
"POINT (-103.095401916746 42.837557694377)",777,1572,11,NE,Chadron Muni,3297.8,N,CDR,291,Dawes,E,292,N,KCDR,Chadron,Cheyenne,04/1940,Nebraska,-103.095401916746,42.837557694377
"POINT (-102.464055555932 41.0774722220014)",,,10,NE,Billy G Ray Field,3682,,CNP,,Deuel,E,,,KCNP,Chappell,Cheyenne,,Nebraska,-102.464055555932,41.0774722220014
"POINT (-97.3409444445173 41.4487222223535)",,,8,NE,Columbus Muni,1447,N,OLU,,Platte,E,,N,KOLU,Columbus,Omaha,08/1945,Nebraska,-97.3409444445173,41.4487222223535
"POINT (-100.004251527466 40.8695922497256)",,,7,NE,Cozad Muni,2503.2,N,CZD,,Dawson,E,,N,KCZD,Cozad,Omaha,04/1947,Nebraska,-100.004251527466,40.8695922497256
"POINT (-97.8847499997585 42.471277777705)",,,5,NE,Creighton Muni,1653,N,6K3,,Knox,E,,N,,Creighton,Omaha,05/1947,Nebraska,-97.8847499997585,42.471277777705
"POINT (-96.9257086940606 40.6183767220704)",,,5,NE,Crete Muni,1500,N,CEK,,Saline,E,,N,KCEK,Crete,Omaha,12/1949,Nebraska,-96.9257086940606,40.6183767220704
"POINT (-100.473416666723 40.6387499997012)",,,9,NE,Curtis Muni,2677,N,47V,,Frontier,E,,N,,Curtis,Omaha,10/1947,Nebraska,-100.473416666723,40.6387499997012
"POINT (-97.1225000002721 41.2303611113873)",,,5,NE,David City Muni,1617,N,93Y,,Butler,E,,N,,David City,Omaha,04/1948,Nebraska,-97.1225000002721,41.2303611113873
"POINT (-97.1678888891719 40.1819722223106)",,,6,NE,Fairbury Muni,1478.6,N,FBY,,Jefferson,E,,N,KFBY,Fairbury,Omaha,04/1940,Nebraska,-97.1678888891719,40.1819722223106
"POINT (-97.5731365558521 40.5860975833254)",,,7,NE,Fairmont State Airfield,1636,N,FMZ,,Fillmore,E,,N,KFMZ,Fairmont,Omaha,07/1944,Nebraska,-97.5731365558521,40.5860975833254
"POINT (-95.5919999999047 40.0787777774476)",,,5,NE,Brenner Field,984,N,FNB,,Richardson,E,,N,KFNB,Falls City,Omaha,11/1946,Nebraska,-95.5919999999047,40.0787777774476
"POINT (-96.5211944443178 41.4499444443168)",,,6,NE,Fremont Muni,1204,N,FET,,Dodge,E,,N,KFET,Fremont,Omaha,03/1941,Nebraska,-96.5211944443178,41.4499444443168
"POINT (-97.7086627776529 41.4041799997393)",,,7,NE,Genoa Muni,1570,,97Y,,Nance,E,,,,Genoa,Omaha,12/1971,Nebraska,-97.7086627776529,41.4041799997393
"POINT (-102.175250000221 42.8059722224456)",,,9,NE,Gordon Muni,3562,N,GRN,,Sheridan,E,,N,KGRN,Gordon,Cheyenne,02/1946,Nebraska,-102.175250000221,42.8059722224456
"POINT (-100.146569444006 40.9254833336313)",,,8,NE,Quinn Field,2559,N,GTE,,Dawson,E,,N,KGTE,Gothenburg,Omaha,11/1948,Nebraska,-100.146569444006,40.9254833336313
"POINT (-101.733879416778 40.8706633611173)",,,9,NE,Grant Muni,3425,N,GGF,,Perkins,E,,N,KGGF,Grant,Cheyenne,12/1958,Nebraska,-101.733879416778,40.8706633611173
"POINT (-98.5461852774021 41.5583452780226)",,,8,NE,Greeley Muni,2035,,99Y,,Greeley,E,,,,Greeley,Omaha,01/1972,Nebraska,-98.5461852774021,41.5583452780226
"POINT (-97.2535000003267 42.6030833330732)",,,6,NE,Hartington Muni/ Bud Becker Fld,1388,,0B4,,Cedar,E,,,,Hartington,Omaha,02/1949,Nebraska,-97.2535000003267,42.6030833330732
"POINT (-98.0798888891408 40.6513333334555)",,,5,NE,Harvard State,1815,N,08K,,Clay,E,,N,,Harvard,Omaha,04/1944,Nebraska,-98.0798888891408,40.6513333334555
"POINT (-98.4278888891762 40.605250000286)",,,7,NE,Hastings Muni,1961,N,HSI,,Adams,E,,N,KHSI,Hastings,Omaha,04/1940,Nebraska,-98.4278888891762,40.605250000286
"POINT (-102.701205333674 42.6822030274643)",,,10,NE,Hay Springs Muni,3831,N,4V6,,Sheridan,E,,N,,Hay Springs,Cheyenne,09/1950,Nebraska,-102.701205333674,42.6822030274643
"POINT (-97.5845277775596 40.1519444444916)",,,6,NE,Hebron Muni,1468.2,N,HJH,,Thayer,E,,N,KHJH,Hebron,Omaha,03/1941,Nebraska,-97.5845277775596,40.1519444444916
"POINT (-99.3364763888067 40.4520888891844)",,,7,NE,Brewster Field,2313,N,HDE,,Phelps,E,,N,KHDE,Holdrege,Omaha,11/1946,Nebraska,-99.3364763888067,40.4520888891844
"POINT (-101.769343889099 42.0094294446606)",,,10,NE,Grant County,3710,N,1V2,,Grant,E,,N,,Hyannis,Cheyenne,03/1960,Nebraska,-101.769343889099,42.0094294446606
"POINT (-101.620146028224 40.510326221901)",,,9,NE,Imperial Muni,3276,N,IML,,Chase,E,,N,KIML,Imperial,Cheyenne,01/1943,Nebraska,-101.620146028224,40.510326221901
"POINT (-103.677388889003 41.1880555555136)",,,10,NE,Kimball Muni/Robert E Arraj Field,4926,N,IBM,,Kimball,E,,N,KIBM,Kimball,Cheyenne,04/1947,Nebraska,-103.677388889003,41.1880555555136
"POINT (-99.7759141669658 40.7904236107865)",,,7,NE,Jim Kelly Field,2413,N,LXN,,Dawson,E,,N,KLXN,Lexington,Omaha,01/1946,Nebraska,-99.7759141669658,40.7904236107865
"POINT (-98.9902147779664 41.2866771391747)",,,6,NE,Loup City Muni,2071,N,0F4,,Sherman,E,,N,,Loup City,Omaha,05/1970,Nebraska,-98.9902147779664,41.2866771391747
"POINT (-100.592083333322 40.2062777780221)",401,424,8,NE,Mc Cook Ben Nelson Rgnl,2582.9,N,MCK,180,Red Willow,E,180,N,KMCK,Mc Cook,Omaha,05/1946,Nebraska,-100.592083333322,40.2062777780221
"POINT (-98.9456388886532 40.5149166667476)",,,7,NE,Pioneer Village Field,2160,N,0V3,,Kearney,E,,N,,Minden,Omaha,02/1950,Nebraska,-98.9456388886532,40.5149166667476
"POINT (-101.067105000446 42.0499972224043)",,,9,NE,Hooker County,3260,,MHN,,Hooker,E,,,KMHN,Mullen,Cheyenne,11/1950,Nebraska,-101.067105000446,42.0499972224043
"POINT (-95.8666666668299 40.6065277774445)",,,5,NE,Nebraska City Muni,1165,,AFK,,Otoe,E,,,KAFK,Nebraska City,Omaha,,Nebraska,-95.8666666668299,40.6065277774445
"POINT (-98.0397777777066 42.1122500000563)",,,5,NE,Antelope County,1774,N,4V9,,Antelope,E,,N,,Neligh,Omaha,03/1948,Nebraska,-98.0397777777066,42.1122500000563
"POINT (-97.4351111113364 41.9854722225537)",,,5,NE,Norfolk Rgnl/Karl Stefan Memorial Fld,1572.7,N,OFK,,Madison,E,,N,KOFK,Norfolk,Omaha,04/1940,Nebraska,-97.4351111113364,41.9854722225537
"POINT (-101.769694444062 41.1194722221741)",,,7,NE,Searle Field,3279.3,N,OGA,,Keith,E,,N,KOGA,Ogallala,Cheyenne,04/1940,Nebraska,-101.769694444062,41.1194722221741
"POINT (-96.0225147225151 41.3683297223605)",,,6,NE,North Omaha,1322,N,3NO,,Douglas,E,,N,,Omaha,Omaha,05/1947,Nebraska,-96.0225147225151,41.3683297223605
"POINT (-96.1122647225269 41.1959861112683)",,,6,NE,Millard,1051,Y,MLE,,Douglas,E,,N,KMLE,Omaha,Omaha,,Nebraska,-96.1122647225269,41.1959861112683
"POINT (-98.6877777774008 42.4693611110287)",,,9,NE,The O'neill Muni-John L Baker Field,2033.7,N,ONL,,Holt,E,,N,KONL,O'neill,Omaha,08/1946,Nebraska,-98.6877777774008,42.4693611110287
"POINT (-98.9518611107911 41.6236944444974)",,,5,NE,Evelyn Sharp Field,2070,N,ODX,,Valley,E,,N,KODX,Ord,Omaha,01/1947,Nebraska,-98.9518611107911,41.6236944444974
"POINT (-102.35635155536 41.4019110831574)",,,9,NE,Garden County,3394,N,OKS,,Garden,E,,N,KOKS,Oshkosh,Cheyenne,04/1948,Nebraska,-102.35635155536,41.4019110831574
"POINT (-96.1948611109444 40.1161666668261)",,,6,NE,Pawnee City Muni,1260,N,50K,,Pawnee,E,,N,,Pawnee City,Omaha,,Nebraska,-96.1948611109444,40.1161666668261
"POINT (-96.7278133889077 42.1134181109088)",,,4,NE,Pender Muni,1345,N,0C4,,Thurston,E,,N,,Pender,Omaha,09/1975,Nebraska,-96.7278133889077,42.1134181109088
"POINT (-95.9173541669235 40.9483694441526)",,,5,NE,Plattsmouth Muni,1204,N,PMV,,Cass,E,,N,KPMV,Plattsmouth,Omaha,09/1973,Nebraska,-95.9173541669235,40.9483694441526
"POINT (-98.5413611114257 40.0821666666937)",,,5,NE,Red Cloud Muni,1744,N,7V7,,Webster,E,,N,,Red Cloud,Omaha,10/1968,Nebraska,-98.5413611114257,40.0821666666937
"POINT (-102.444360138854 42.7365754719783)",,,8,NE,Modisett,3751,N,9V5,,Sheridan,E,,N,,Rushville,Cheyenne,04/1940,Nebraska,-102.444360138854,42.7365754719783
"POINT (-99.3421388886574 41.634916666591)",,,8,NE,Sargent Muni,2313,N,09K,,Custer,E,,N,,Sargent,Omaha,02/1950,Nebraska,-99.3421388886574,41.634916666591
"POINT (-96.6298611109886 41.610333333542)",,,3,NE,Scribner State,1325,N,SCB,,Dodge,E,,N,KSCB,Scribner,Omaha,02/1944,Nebraska,-96.6298611109886,41.610333333542
"POINT (-97.1092222221447 40.8647222222688)",,,6,NE,Seward Muni,1506,N,SWT,,Seward,E,,N,KSWT,Seward,Omaha,01/1976,Nebraska,-97.1092222221447,40.8647222222688
"POINT (-102.98497219404 41.0998069999401)",,,11,NE,Sidney Muni/Lloyd W. Carr Field,4313,N,SNY,,Cheyenne,E,,N,KSNY,Sidney,Cheyenne,01/1948,Nebraska,-102.98497219404,41.0998069999401
"POINT (-96.4725311108674 42.4541611112783)",,,6,NE,Martin Field,1100,N,7K8,,Dakota,E,,N,,So Sioux City,Omaha,05/1960,Nebraska,-96.4725311108674,42.4541611112783
"POINT (-98.0612554442227 40.0461998611993)",,,5,NE,Superior Muni,1692,N,12K,,Nuckolls,E,,N,,Superior,Omaha,01/1947,Nebraska,-98.0612554442227,40.0461998611993
"POINT (-96.1704444442795 40.4009444447173)",,,3,NE,Tecumseh Muni,1306,,0G3,,Johnson,E,,,,Tecumseh,Omaha,08/1974,Nebraska,-96.1704444442795,40.4009444447173
"POINT (-96.1779389997617 41.7635370553081)",,,7,NE,Tekamah Muni,1027,N,TQE,,Burt,E,,N,KTQE,Tekamah,Omaha,,Nebraska,-96.1779389997617,41.7635370553081
"POINT (-100.57030555584 41.9627083330356)",,,8,NE,Thomas County,2925,,TIF,,Thomas,E,,,KTIF,Thedford,Omaha,03/1998,Nebraska,-100.57030555584,41.9627083330356
"POINT (-101.025438055449 40.1874977776701)",,,9,NE,Trenton Muni,2796,N,9V2,,Hitchcock,E,,N,,Trenton,Cheyenne,04/1946,Nebraska,-101.025438055449,40.1874977776701
"POINT (-97.3542111113829 40.8678333333334)",,,7,NE,Flying V,1585,,0J9,,Seward,E,,,,Utica,Omaha,02/1969,Nebraska,-97.3542111113829,40.8678333333334
"POINT (-100.548972222539 42.8566944444289)",,,8,NE,Miller Field,2595,N,VTN,,Cherry,E,,N,KVTN,Valentine,Omaha,09/1949,Nebraska,-100.548972222539,42.8566944444289
"POINT (-96.5945549999743 41.2406080557546)",,,6,NE,Wahoo Muni,1224,N,AHQ,,Saunders,E,,N,KAHQ,Wahoo,Omaha,01/1947,Nebraska,-96.5945549999743,41.2406080557546
"POINT (-101.16404472253 40.8322244446141)",,,9,NE,Wallace Muni,3101,N,64V,,Lincoln,E,,N,,Wallace,Cheyenne,05/1953,Nebraska,-101.16404472253,40.8322244446141
"POINT (-96.9822710000426 42.2416057497756)",,,6,NE,Wayne Muni/ Stan Morris Fld,1431.7,N,LCG,,Wayne,E,,N,KLCG,Wayne,Omaha,03/1941,Nebraska,-96.9822710000426,42.2416057497756
"POINT (-97.6240724446133 40.8964163889889)",,,6,NE,York Muni,1670,,JYR,,York,E,,,KJYR,York,Omaha,06/1985,Nebraska,-97.6240724446133,40.8964163889889
"POINT (-71.175916666866 44.5753611110723)",,,16,NH,Berlin Rgnl,1161.3,N,BML,,Coos,W,,N,KBML,Berlin,Montreal,12/1946,New Hampshire,-71.175916666866,44.5753611110723
"POINT (-71.7514680554273 43.59201805558)",,,16,NH,Newfound Valley,510,,2N2,,Grafton,W,,,,Bristol,New York,10/1961,New Hampshire,-71.7514680554273,43.59201805558
"POINT (-72.3682074162594 43.3705043057982)",,,16,NH,Claremont Muni,543.5,N,CNH,,Sullivan,W,,N,KCNH,Claremont,New York,,New Hampshire,-72.3682074162594,43.3705043057982
"POINT (-71.5077244997692 44.8875236108043)",,,17,NH,Gifford Field,1017.3,N,4C4,,Coos,W,,N,,Colebrook,Montreal,10/1904,New Hampshire,-71.5077244997692,44.8875236108043
"POINT (-71.5022777779446 43.2027222222066)",,,16,NH,Concord Muni,342,N,CON,,Merrimack,W,,N,KCON,Concord,New York,03/1947,New Hampshire,-71.5022777779446,43.2027222222066
"POINT (-71.1642450001099 44.7925497225385)",,,17,NH,Errol,1245,N,ERR,,Coos,W,,N,KERR,Errol,Montreal,10/1946,New Hampshire,-71.1642450001099,44.7925497225385
"POINT (-71.7505555557448 44.1949722222119)",,,16,NH,Franconia,978,N,1B5,,Grafton,W,,N,,Franconia,Montreal,05/1947,New Hampshire,-71.7505555557448,44.1949722222119
"POINT (-71.1979538885827 44.3946555834379)",,,17,NH,Gorham,835,,2G8,,Coos,W,,,,Gorham,Montreal,09/1961,New Hampshire,-71.1979538885827,44.3946555834379
"POINT (-70.8286641666567 42.9625894446867)",,,16,NH,Hampton Airfield,93,,7B3,,Rockingham,W,,,,Hampton,New York,02/1946,New Hampshire,-70.8286641666567,42.9625894446867
"POINT (-72.0077599167778 44.0801728334027)",,,16,NH,Dean Memorial,581.7,N,5B9,,Grafton,W,,N,,Haverhill,Montreal,07/1902,New Hampshire,-72.0077599167778,44.0801728334027
"POINT (-71.9053611111529 43.0612777777659)",,,16,NH,Hawthorne-Feather Airpark,600,N,8B1,,Hillsborough,W,,N,,Hillsboro,New York,02/1966,New Hampshire,-71.9053611111529,43.0612777777659
"POINT (-72.0030219441529 42.8051341669745)",,,14,NH,Jaffrey Airport-Silver Ranch,1040,N,AFN,,Cheshire,W,,N,KAFN,Jaffrey,New York,02/1947,New Hampshire,-72.0030219441529,42.8051341669745
"POINT (-72.2707777781726 42.8983888885615)",,,15,NH,Dillant-Hopkins,488,N,EEN,,Cheshire,W,,N,KEEN,Keene,New York,02/1947,New Hampshire,-72.2707777781726,42.8983888885615
"POINT (-71.4178416667747 43.5730416665112)",,,16,NH,Laconia Muni,545.4,N,LCI,,Belknap,W,,N,KLCI,Laconia,New York,10/1946,New Hampshire,-71.4178416667747,43.5730416665112
"POINT (-71.3867388888575 43.7684074998764)",,,16,NH,Moultonboro,571,,5M3,,Carroll,W,,,,Moultonboro,New York,09/1973,New Hampshire,-71.3867388888575,43.7684074998764
"POINT (-71.5140944444657 42.7824138888192)",,,16,NH,Boire Field,200.4,N,ASH,,Hillsborough,W,,N,KASH,Nashua,New York,03/1947,New Hampshire,-71.5140944444657,42.7824138888192
"POINT (-72.1876443059113 43.3871920835761)",,,16,NH,Parlin Field,783,N,2B3,,Sullivan,W,,N,,Newport,New York,02/1947,New Hampshire,-72.1876443059113,43.3871920835761
"POINT (-71.7536905557122 43.7792380554779)",,,16,NH,Plymouth Muni,505,N,1P1,,Grafton,W,,N,,Plymouth,New York,02/1947,New Hampshire,-71.7536905557122,43.7792380554779
"POINT (-70.9292777781651 43.2840555558275)",,,16,NH,Skyhaven,321.5,N,DAW,,Strafford,W,,N,KDAW,Rochester,New York,08/1947,New Hampshire,-70.9292777781651,43.2840555558275
"POINT (-71.5467486946253 44.2640640832147)",,,17,NH,Twin Mountain,1459,N,8B2,,Coos,W,,N,,Twin Mountain,Montreal,11/1964,New Hampshire,-71.5467486946253,44.2640640832147
"POINT (-71.5458055552051 44.3675555552645)",,,17,NH,Mount Washington Rgnl,1072,N,HIE,,Coos,W,,N,KHIE,Whitefield,Montreal,08/1946,New Hampshire,-71.5458055552051,44.3675555552645
"POINT (-74.7816666666159 40.966055555814)",,,12,NJ,Trinca,600,N,13N,,Sussex,W,,N,,Andover,New York,10/1941,New Jersey,-74.7816666666159,40.966055555814
"POINT (-74.7380338888751 41.0086197225244)",,,13,NJ,Aeroflex-Andover,583,N,12N,,Sussex,W,,N,,Andover,New York,,New Jersey,-74.7380338888751,41.0086197225244
"POINT (-74.1245555553565 40.1867500000237)",,,12,NJ,Monmouth Executive,153,N,BLM,,Monmouth,W,,N,KBLM,Belmar/Farmingdale,New York,03/1946,New Jersey,-74.1245555553565,40.1867500000237
"POINT (-74.9478055553963 39.7784444447148)",,,12,NJ,Camden County,149,,19N,,Camden,W,,,,Berlin,Washington,07/1935,New Jersey,-74.9478055553963,39.7784444447148
"POINT (-74.9974722225774 40.9711388887468)",,,13,NJ,Blairstown,372,N,1N7,,Warren,W,,N,,Blairstown,New York,10/1941,New Jersey,-74.9974722225774,40.9711388887468
"POINT (-75.1844166664632 39.4730277776276)",,,11,NJ,Bucks,108,N,00N,,Cumberland,W,,N,,Bridgeton,Washington,05/1978,New Jersey,-75.1844166664632,39.4730277776276
"POINT (-74.28136111093 40.8752222224348)",,,13,NJ,Essex County,172,N,CDW,,Essex,W,,N,KCDW,Caldwell,New York,02/1938,New Jersey,-74.28136111093,40.8752222224348
"POINT (-75.0330030552449 39.7054758332722)",,,10,NJ,Cross Keys,162,N,17N,,Gloucester,W,,N,,Cross Keys,Washington,06/1954,New Jersey,-75.0330030552449,39.7054758332722
"POINT (-74.8551672220145 40.8200991667428)",,,12,NJ,Hackettstown,670,N,N05,,Warren,W,,N,,Hackettstown,New York,05/1942,New Jersey,-74.8551672220145,40.8200991667428
"POINT (-74.757722221838 39.6674722220551)",,,13,NJ,Hammonton Muni,65,N,N81,,Atlantic,W,,N,,Hammonton,Washington,12/1969,New Jersey,-74.757722221838,39.6674722220551
"POINT (-74.6908888888163 40.0270833335824)",,,12,NJ,Redwing,78,N,2N6,,Burlington,W,,N,,Jobstown,New York,03/1960,New Jersey,-74.6908888888163,40.0270833335824
"POINT (-74.1776694445583 40.0668024998106)",,,13,NJ,Lakewood,43,N,N12,,Ocean,W,,N,,Lakewood,New York,04/1947,New Jersey,-74.1776694445583,40.0668024998106
"POINT (-74.3145013891841 40.9475244441832)",,,13,NJ,Lincoln Park,182,N,N07,,Morris,W,,N,,Lincoln Park,New York,01/1939,New Jersey,-74.3145013891841,40.9475244441832
"POINT (-74.2445833331049 40.6174444444872)",,,13,NJ,Linden,22,N,LDJ,,Union,W,,N,KLDJ,Linden,New York,10/1942,New Jersey,-74.2445833331049,40.6174444444872
"POINT (-74.8072222218895 39.9342777779079)",,,13,NJ,Flying W,49,,N14,,Burlington,W,,,,Lumberton,Washington,04/1984,New Jersey,-74.8072222218895,39.9342777779079
"POINT (-74.5982908888924 40.5244397775589)",,,13,NJ,Central Jersey Rgnl,86,N,47N,,Somerset,W,,N,,Manville,New York,05/1948,New Jersey,-74.5982908888924,40.5244397775589
"POINT (-75.0722222222469 39.36780555587)",,,11,NJ,Millville Muni,84.6,N,MIV,,Cumberland,W,,N,KMIV,Millville,Washington,05/1943,New Jersey,-75.0722222222469,39.36780555587
"POINT (-74.8457499996348 39.9428888889488)",,,12,NJ,South Jersey Rgnl,52.8,N,VAY,,Burlington,W,,N,KVAY,Mount Holly,Washington,01/1956,New Jersey,-74.8457499996348,39.9428888889488
"POINT (-74.6074763890479 39.2634791666171)",,,13,NJ,Ocean City Muni,5.7,N,26N,,Cape May,W,,N,,Ocean City,Washington,11/1937,New Jersey,-74.6074763890479,39.2634791666171
"POINT (-74.3467869447 40.329886666463)",,,13,NJ,Old Bridge,87,,3N6,,Middlesex,W,,,,Old Bridge,New York,02/1966,New Jersey,-74.3467869447,40.329886666463
"POINT (-75.3977211114512 39.7355633335505)",,,11,NJ,Spitfire Aerodrome,40,,7N7,,Salem,W,,,,Pedricktown,Washington,11/1983,New Jersey,-75.3977211114512,39.7355633335505
"POINT (-75.0194205559968 40.5875738885769)",,,10,NJ,Alexandria,480,,N85,,Hunterdon,W,,,,Pittstown,New York,09/1945,New Jersey,-75.0194205559968,40.5875738885769
"POINT (-74.9793080557672 40.5658822220343)",,,13,NJ,Sky Manor,560,N,N40,,Hunterdon,W,,N,,Pittstown,New York,03/1947,New Jersey,-74.9793080557672,40.5658822220343
"POINT (-74.6589999996855 40.3990833332856)",,,13,NJ,Princeton,128,N,39N,,Somerset,W,,N,,Princeton/Rocky Hill,New York,04/1938,New Jersey,-74.6589999996855,40.3990833332856
"POINT (-74.7365005554149 40.5829498887198)",,,10,NJ,Solberg-Hunterdon,195,N,N51,,Hunterdon,W,,N,,Readington,New York,03/1942,New Jersey,-74.7365005554149,40.5829498887198
"POINT (-74.6017777778211 40.2139444446862)",,,13,NJ,Trenton-Robbinsville,118,N,N87,,Mercer,W,,N,,Robbinsville,New York,10/1946,New Jersey,-74.6017777778211,40.2139444446862
"POINT (-74.6702433335445 40.6259908330565)",,,13,NJ,Somerset,105,N,SMQ,,Somerset,W,,N,KSMQ,Somerville,New York,08/1946,New Jersey,-74.6702433335445,40.6259908330565
"POINT (-74.6230505556889 41.2002066669651)",,,13,NJ,Sussex,421,N,FWN,,Sussex,W,,N,KFWN,Sussex,New York,05/1945,New Jersey,-74.6230505556889,41.2002066669651
"POINT (-74.0608333334037 40.8501111108675)",95,95,12,NJ,Teterboro,8.4,Y,TEB,8,Bergen,W,5,N,KTEB,Teterboro,New York,01/1947,New Jersey,-74.0608333334037,40.8501111108675
"POINT (-74.2955356664256 39.9260396387421)",,,11,NJ,Ocean County,81,N,MJX,,Ocean,W,,N,KMJX,Toms River,Washington,,New Jersey,-74.2955356664256,39.9260396387421
"POINT (-74.7495491670251 39.904151666809)",,,10,NJ,Red Lion,54,N,N73,,Burlington,W,,N,,Vincentown,Washington,12/1967,New Jersey,-74.7495491670251,39.904151666809
"POINT (-75.0463427776009 39.5240041664752)",,,10,NJ,Kroelinger,93,,29N,,Cumberland,W,,,,Vineland,Washington,10/1938,New Jersey,-75.0463427776009,39.5240041664752
"POINT (-74.9676666667277 39.5395833330343)",,,11,NJ,Vineland-Downstown,120,N,28N,,Gloucester,W,,N,,Vineland,Washington,08/1945,New Jersey,-74.9676666667277,39.5395833330343
"POINT (-74.3075555552202 39.6650833330118)",,,12,NJ,Eagles Nest,37,,31E,,Ocean,W,,,,West Creek,Washington,04/1989,New Jersey,-74.3075555552202,39.6650833330118
"POINT (-74.3465277780455 41.1283888889696)",,,13,NJ,Greenwood Lake,790,N,4N1,,Passaic,W,,N,,West Milford,New York,06/1960,New Jersey,-74.3465277780455,41.1283888889696
"POINT (-74.908583333224 39.0085000000553)",,,10,NJ,Cape May County,21.3,N,WWD,,Cape May,W,,N,KWWD,Wildwood,Washington,05/1943,New Jersey,-74.908583333224,39.0085000000553
"POINT (-75.0144444444816 39.6555555558582)",,,12,NJ,Southern Cross,145,,C01,,Gloucester,W,,,,Williamstown,Washington,08/1997,New Jersey,-75.0144444444816,39.6555555558582
