WKT,Enplanements,Passengers,Magnetic_Variation,State_Name,Official_Facility_Name,Elevation_Nearest_Tenth_Of_A_Foot_Msl,Has_Been_Designated_As_A_Customs_Landing_Rights_Airport,Location_Identifier,Departing_Flights,County_Or_Parish_Name,Magnetic_Direction,Facility_Type,Arriving_Flights,Has_Been_Designated_As_An_International_Airport,Icao_Identifier,City_Name,Associated_Aeronautical_Chart,Airport_Activation_Date_Mm_Yyyy,County_s_State_Post_Office_Code,SHAPE_X,SHAPE_Y
"POINT (-87.2338936110798 33.8434399999058)",,,,Alabama,Walker Rgnl Medical Center,418,,AL63,,Walker,E,Heliport,,,,Jasper,Atlanta,03/1991,AL,-87.2338936110798,33.8434399999058
"POINT (-87.4418138893263 30.4072083330857)",,,,Alabama,Lillian Community,70,,9AL6,,Baldwin,,Heliport,,,,Lillian,New Orleans,03/2004,AL,-87.4418138893263,30.4072083330857
"POINT (-88.012500555671 31.2735036110529)",,,1,Alabama,Mc Intosh Community,50,,AL95,,Washington,E,Heliport,,,,Mc Intosh,New Orleans,05/1992,AL,-88.012500555671,31.2735036110529
"POINT (-88.1077783333936 30.7115780552007)",,,2,Alabama,Usa Medical Center,28,,AL52,,Mobile,E,Heliport,,,,Mobile,New Orleans,09/1984,AL,-88.1077783333936,30.7115780552007
"POINT (-88.2000033330486 30.6793569443442)",,,2,Alabama,Providence Hospital,210,,AL82,,Mobile,E,Heliport,,,,Mobile,New Orleans,03/1988,AL,-88.2000033330486,30.6793569443442
"POINT (-87.3211111111852 31.4977777777529)",,,,Alabama,Monroe County Hospital,425,,1AL6,,Monroe,E,Heliport,,,,Monroeville,New Orleans,03/1993,AL,-87.3211111111852,31.4977777777529
"POINT (-86.2983333335592 32.3774999997648)",,,1,Alabama,Business Center Of Alabama,403,,1AL7,,Montgomery,W,Heliport,,,,Montgomery,Atlanta,03/1993,AL,-86.2983333335592,32.3774999997648
"POINT (-86.276555555178 32.3275277778218)",,,,Alabama,Baptist Medical Center,252,,AL11,,Montgomery,E,Heliport,,,,Montgomery,Atlanta,01/1977,AL,-86.276555555178,32.3275277778218
"POINT (-87.286408611448 34.4839838885509)",,,,Alabama,Lawrence County Hospital,650,,AL86,,Lawrence,E,Heliport,,,,Moulton,Atlanta,03/1990,AL,-87.286408611448,34.4839838885509
"POINT (-86.8649936106633 33.6773258331928)",,,,Alabama,Rotor Wing Inc,630,,AL24,,Jefferson,E,Heliport,,,,Mount Olive,Atlanta,09/1979,AL,-86.8649936106633,33.6773258331928
"POINT (-87.6764180553523 34.7462000000722)",,,1,Alabama,Shoals Hospital,500,,AL53,,Colbert,E,Heliport,,,,Muscle Shoals,Atlanta,05/1990,AL,-87.6764180553523,34.7462000000722
"POINT (-85.4022222222961 32.6391666669508)",,,2,Alabama,East Alabama Medical Center,749,,3AL2,,Lee,W,Heliport,,,,Opelika,Atlanta,,AL,-85.4022222222961,32.6391666669508
"POINT (-85.631881666638 31.4515577779386)",,,,Alabama,Dale Medical Center,390,,AL87,,Dale,W,Heliport,,,,Ozark,New Orleans,03/1990,AL,-85.631881666638,31.4515577779386
"POINT (-87.5057500001482 30.3469111111698)",,,,Alabama,Perdido Beach Vfd,14,,50AL,,Baldwin,,Heliport,,,,Perdido Beach,New Orleans,09/2011,AL,-87.5057500001482,30.3469111111698
"POINT (-85.388837778212 33.1573419444422)",,,1,Alabama,Randolph County Hospital,500,,2AL2,,Randolph,W,Heliport,,,,Roanoke,Atlanta,10/1993,AL,-85.388837778212,33.1573419444422
"POINT (-86.0472222226405 34.6625000003533)",,,4,Alabama,Jackson County Hospital,628,,03AL,,Jackson,W,Heliport,,,,Scottsboro,Atlanta,06/2004,AL,-86.0472222226405,34.6625000003533
"POINT (-87.0566572218419 32.4290250003732)",,,1,Alabama,Vaughan Regional Medical Center,150,,AL90,,Dallas,E,Heliport,,,,Selma,Atlanta,08/1991,AL,-87.0566572218419,32.4290250003732
"POINT (-85.9113480554824 32.5340236109)",,,1,Alabama,Community Hospital,400,,AL83,,Elmore,W,Heliport,,,,Tallassee,Atlanta,03/1988,AL,-85.9113480554824,32.5340236109
"POINT (-88.0988877779936 30.5265830557626)",,,2,Alabama,Midstream Fuel Service,,,5AL2,,Mobile,E,Heliport,,,,Theodore,New Orleans,01/1990,AL,-88.0988877779936,30.5265830557626
"POINT (-87.7375038890329 31.9307077778706)",,,1,Alabama,Southwest Alabama Medical Center,265,,AL48,,Clarke,E,Heliport,,,,Thomasville,New Orleans,08/1991,AL,-87.7375038890329,31.9307077778706
"POINT (-87.527783333058 33.2059516666215)",,,1,Alabama,Bryant Culberson,283,,AL26,,Tuscaloosa,E,Heliport,,,,Tuscaloosa,Atlanta,08/1979,AL,-87.527783333058,33.2059516666215
"POINT (-87.5570555555303 33.1740555553774)",,,,Alabama,Tuscaloosa Police Department,160,,3AL3,,Tuscaloosa,W,Heliport,,,,Tuscaloosa,Atlanta,,AL,-87.5570555555303,33.1740555553774
"POINT (-85.1690166666921 32.8297166666783)",,,1,Alabama,Geo H Lanier Memorial Hosp,570,,AL07,,Chambers,W,Heliport,,,,Valley,Atlanta,12/1926,AL,-85.1690166666921,32.8297166666783
"POINT (-85.6518166670965 31.8166861113858)",,,2,Alabama,Louisville Stagefield Ahp,385,,18AL,,Barbour,W,Heliport,,,,Fort Rucker/Louisville,New Orleans,05/2002,AL,-85.6518166670965,31.8166861113858
"POINT (-91.3584616667553 35.288696666326)",,,3,Arkansas,Augusta,212,,AR76,,Woodruff,E,Heliport,,,,Augusta,Memphis,03/1990,AR,-91.3584616667553,35.288696666326
"POINT (-91.6345830555701 35.76813222199)",,,3,Arkansas,White River Medical Center,360,,AR24,,Independence,E,Heliport,,,,Batesville,Memphis,11/1988,AR,-91.6345830555701,35.76813222199
"POINT (-92.5829388892852 34.5739813887289)",,,4,Arkansas,Saline Memorial Hospital,430,,04AR,,Saline,E,Heliport,,,,Benton,Memphis,05/1989,AR,-92.5829388892852,34.5739813887289
"POINT (-94.1899999998344 36.3388888889717)",,,,Arkansas,Nw Medical Of Benton,1277,,27AR,,Benton,,Heliport,,,,Bentonville,Kansas City,02/2005,AR,-94.1899999998344,36.3388888889717
"POINT (-93.5521327773561 36.3589586110768)",,,4,Arkansas,Carroll General Hospital,1280,,AR41,,Carroll,E,Heliport,,,,Berryville,Kansas City,04/1985,AR,-93.5521327773561,36.3589586110768
"POINT (-93.5782444445878 36.223961388575)",,,6,Arkansas,Smith,1200,,AR51,,Carroll,E,Heliport,,,,Berryville,Kansas City,01/1987,AR,-93.5782444445878,36.223961388575
"POINT (-89.9164752773448 35.9434058330626)",,,2,Arkansas,Great River Medical Center,254,,AR30,,Mississippi,E,Heliport,,,,Blytheville,Memphis,11/1988,AR,-89.9164752773448,35.9434058330626
"POINT (-92.8354402778534 33.5765027778073)",,,4,Arkansas,Ouachita County Medical Center,212,,AR42,,Ouachita,E,Heliport,,,,Camden,Memphis,11/1984,AR,-92.8354402778534,33.5765027778073
"POINT (-93.4449058334046 35.4448058333877)",,,5,Arkansas,Johnson Rgnl Medical Center,491,,AR02,,Johnson,E,Heliport,,,,Clarksville,Memphis,08/1988,AR,-93.4449058334046,35.4448058333877
"POINT (-93.4190713889645 35.4675830556344)",,,5,Arkansas,Hospital,491,,AR71,,Johnson,E,Heliport,,,,Clarksville,Memphis,06/1989,AR,-93.4190713889645,35.4675830556344
"POINT (-92.4534911106679 35.5759108331792)",,,4,Arkansas,Van Buren County Memorial Hospital,700,,31AR,,Van Buren,E,Heliport,,,,Clinton,Memphis,05/1989,AR,-92.4534911106679,35.5759108331792
"POINT (-92.4579350000217 35.0853630558556)",,,4,Arkansas,Conway Rgnl Health System,385,,4AR3,,Faulkner,E,Heliport,,,,Conway,Memphis,05/1989,AR,-92.4579350000217,35.0853630558556
"POINT (-91.9334638891322 33.1417861112943)",,,3,Arkansas,Ashley County Hospital,164,,AR07,,Ashley,E,Heliport,,,,Crossett,Memphis,01/1999,AR,-91.9334638891322,33.1417861112943
"POINT (-93.3876847218579 35.0545344442484)",,,5,Arkansas,John Ed Chambers Memorial Hospital,340,,50AR,,Yell,E,Heliport,,,,Danville,Memphis,05/1989,AR,-93.3876847218579,35.0545344442484
"POINT (-93.1526749997188 35.2209183336968)",,,4,Arkansas,Dardanelle Hospital,320,,AR32,,Yell,E,Heliport,,,,Dardanelle,Memphis,11/1988,AR,-93.1526749997188,35.2209183336968
"POINT (-94.354928333311 34.0473355557937)",,,5,Arkansas,Community Hospital Of De Queen,400,,01AR,,Sevier,E,Heliport,,,,De Queen,Memphis,05/1989,AR,-94.354928333311,34.0473355557937
"POINT (-91.3387316663362 34.2792663887132)",,,3,Arkansas,De Witt City Hospital,190,,AR59,,Arkansas,E,Heliport,,,,De Witt,Memphis,11/1988,AR,-91.3387316663362,34.2792663887132
"POINT (-92.6679341666852 33.2134630556721)",,,4,Arkansas,Warner Brown Hospital,212,,AR47,,Union,E,Heliport,,,,El Dorado,Memphis,11/1985,AR,-92.6679341666852,33.2134630556721
"POINT (-92.6679341666852 33.2145738889156)",,,4,Arkansas,Union Medical Center,265,,AR48,,Union,E,Heliport,,,,El Dorado,Memphis,06/1986,AR,-92.6679341666852,33.2145738889156
"POINT (-93.7435266666757 36.4000713889082)",,,4,Arkansas,Eureka Springs Hospital,1540,,0AR9,,Carroll,E,Heliport,,,,Eureka Springs,Memphis,06/1993,AR,-93.7435266666757,36.4000713889082
"POINT (-94.159092777968 36.0792458331767)",,,5,Arkansas,Veterans Administration,1453,,AR49,,Washington,E,Heliport,,,,Fayetteville,Kansas City,06/1986,AR,-94.159092777968,36.0792458331767
"POINT (-94.1586111111941 36.1080555556533)",,,,Arkansas,Washington Rgnl Landing,1251,,4AR8,,Washington,,Heliport,,,,Fayetteville,Kansas City,01/2003,AR,-94.1586111111941,36.1080555556533
"POINT (-92.4257083335643 33.8112161109513)",,,4,Arkansas,Dallas County Medical Center,300,,7AR5,,Dallas,E,Heliport,,,,Fordyce,Memphis,05/1989,AR,-92.4257083335643,33.8112161109513
"POINT (-90.7769611106648 35.0397722222978)",,,3,Arkansas,Forrest City Medical Center,350,,AR72,,St Francis,E,Heliport,,,,Forrest City,Memphis,06/1989,AR,-90.7769611106648,35.0397722222978
"POINT (-94.350212778144 35.3556466669959)",,,5,Arkansas,St Edward Mercy Medical Center,454,,AR21,,Sebastian,E,Heliport,,,,Fort Smith,Memphis,08/1978,AR,-94.350212778144,35.3556466669959
"POINT (-94.4202147224977 35.3770355558796)",,,5,Arkansas,Sparks Rgnl Medical Center,460,,AR40,,Sebastian,E,Heliport,,,,Fort Smith,Memphis,06/1984,AR,-94.4202147224977,35.3770355558796
"POINT (-94.4600555551174 36.4092777776389)",,,5,Arkansas,Ozarks Community Hospital,1204,,0AR4,,Benton,E,Heliport,,,,Gravette,Memphis,11/1992,AR,-94.4600555551174,36.4092777776389
"POINT (-93.1093430551902 36.2364599998314)",,,4,Arkansas,North Arkansas Medical Center,1150,,AR80,,Boone,E,Heliport,,,,Harrison,Memphis,07/1990,AR,-93.1093430551902,36.2364599998314
"POINT (-91.582631666296 34.7803705558814)",,,3,Arkansas,Hazen,230,,AR52,,Prairie,E,Heliport,,,,Hazen,Memphis,02/1987,AR,-91.582631666296,34.7803705558814
"POINT (-91.9976944443481 35.504888888848)",,,,Arkansas,Baptist Health Medical Center-Heber Spring,538,,6AR4,,Cleburne,,Heliport,,,,Heber Springs,Memphis,01/2008,AR,-91.9976944443481,35.504888888848
"POINT (-90.6262177773956 34.5098247221305)",,,3,Arkansas,Helena Hospital,215,,AR77,,Phillips,E,Heliport,,,,Helena,Memphis,03/1990,AR,-90.6262177773956,34.5098247221305
"POINT (-93.7194444445878 36.455000000314)",,,4,Arkansas,Island Health Clinic,1547,,2AR9,,Carroll,E,Heliport,,,,Holiday Island,Kansas City,02/1997,AR,-93.7194444445878,36.455000000314
"POINT (-93.5850388890702 33.6484499998655)",,,4,Arkansas,Medical Park Hospital,375,,1AR7,,Hempstead,E,Heliport,,,,Hope,Memphis,10/1996,AR,-93.5850388890702,33.6484499998655
"POINT (-93.065277778166 34.4677777775872)",,,,Arkansas,St. Joseph's Mercy,558,,11AR,,Garland,,Heliport,,,,Hot Springs,Memphis,12/1991,AR,-93.065277778166,34.4677777775872
"POINT (-93.0310113889397 34.4814783330236)",,,4,Arkansas,Ami National Park Medical Center,547,,0AR6,,Garland,E,Heliport,,,,Hot Springs,Memphis,02/1993,AR,-93.0310113889397,34.4814783330236
"POINT (-94.1852777773713 36.1350000002338)",,,,Arkansas,Willow Creek Women's Hospital,1194,,22AR,,Washington,,Heliport,,,,Johnson,Kansas City,06/2004,AR,-94.1852777773713,36.1350000002338
"POINT (-90.6664999999251 35.8086863891646)",,,3,Arkansas,Nea Baptist Hospital,260,,AR60,,Craighead,E,Heliport,,,,Jonesboro,Memphis,11/1988,AR,-90.6664999999251,35.8086863891646
"POINT (-90.7017788892913 35.8361855558391)",,,2,Arkansas,Rgnl Medical Center,382,,0AR5,,Craighead,E,Heliport,,,,Jonesboro,Memphis,11/1992,AR,-90.7017788892913,35.8361855558391
"POINT (-91.2891666668857 33.3053333333626)",,,3,Arkansas,Chicot Memorial Hospital,125,,AR61,,Chicot,E,Heliport,,,,Lake Village,Memphis,11/1988,AR,-91.2891666668857,33.3053333333626
"POINT (-92.3395966667601 34.7478697225758)",,,4,Arkansas,Uams,360,,AR29,,Pulaski,E,Heliport,,,,Little Rock,Memphis,04/1981,AR,-92.3395966667601,34.7478697225758
"POINT (-92.3668200000543 34.7475919443088)",,,4,Arkansas,Med Flight,540,,5AR5,,Pulaski,E,Heliport,,,,Little Rock,Memphis,08/1988,AR,-92.3668200000543,34.7475919443088
"POINT (-92.3407077776637 34.7506475003656)",,,4,Arkansas,St Vincent Infirmary,435,,AR45,,Pulaski,E,Heliport,,,,Little Rock,Memphis,10/1985,AR,-92.3407077776637,34.7506475003656
"POINT (-92.4045991667575 34.6567594445817)",,,4,Arkansas,Southwest Hospital,344,,5AR6,,Pulaski,E,Heliport,,,,Little Rock,Memphis,08/1988,AR,-92.4045991667575,34.6567594445817
"POINT (-92.5087697223122 34.7364808331151)",,,4,Arkansas,Stephens,550,,AR90,,Pulaski,E,Heliport,,,,Little Rock,Memphis,03/1991,AR,-92.5087697223122,34.7364808331151
"POINT (-92.3201333330298 34.7490194447951)",,,3,Arkansas,University Hospital,561,,6AR3,,Pulaski,E,Heliport,,,,Little Rock,Memphis,08/1995,AR,-92.3201333330298,34.7490194447951
"POINT (-92.392777777793 34.7391666664235)",,,3,Arkansas,Arkansas Heart Hospital,511,,6AR7,,Pulaski,E,Heliport,,,,Little Rock,Memphis,01/1997,AR,-92.392777777793,34.7391666664235
"POINT (-92.2937499999848 34.7426666669174)",,,1,Arkansas,Arkansas Children's Hospital,440,,AR62,,Pulaski,E,Heliport,,,,Little Rock,Memphis,11/1988,AR,-92.2937499999848,34.7426666669174
"POINT (-93.2397638889233 33.2739444444923)",,,4,Arkansas,Magnolia Rgnl Medical Center,310,,09AR,,Columbia,E,Heliport,,,,Magnolia,Memphis,05/1989,AR,-93.2397638889233,33.2739444444923
"POINT (-92.7885005554134 34.357592777708)",,,4,Arkansas,Hscmh,350,,03AR,,Hot Spring,E,Heliport,,,,Malvern,Memphis,05/1989,AR,-92.7885005554134,34.357592777708
"POINT (-91.392341388744 33.6184430555144)",,,3,Arkansas,Mc Gehee Desha County Hospital,140,,AR63,,Desha,E,Heliport,,,,Mc Gehee,Memphis,11/1988,AR,-91.392341388744,33.6184430555144
"POINT (-91.817702777505 33.6104944447326)",,,4,Arkansas,Drew Memorial Hospital,296,,AR85,,Drew,E,Heliport,,,,Monticello,Memphis,11/1990,AR,-91.817702777505,33.6104944447326
"POINT (-92.7221086114031 35.16758333361)",,,4,Arkansas,St Anthony's Medical Center,400,,AR65,,Conway,E,Heliport,,,,Morrilton,Memphis,11/1988,AR,-92.7221086114031,35.16758333361
"POINT (-92.3932075003839 36.3417336110784)",,,4,Arkansas,Baxter County Rgnl Hospital,865,,5AR9,,Baxter,E,Heliport,,,,Mountain Home,Kansas City,08/1988,AR,-92.3932075003839,36.3417336110784
"POINT (-92.3862222222942 36.3342222219401)",,,,Arkansas,Baxter County Sheriffs,773,,42AR,,Baxter,,Heliport,,,,Mountain Home,Kansas City,05/2006,AR,-92.3862222222942,36.3342222219401
"POINT (-92.0829288892093 35.8561850000871)",,,3,Arkansas,Stone County Medical Center,765,,2AR3,,Stone,E,Heliport,,,,Mountain View,Memphis,04/1997,AR,-92.0829288892093,35.8561850000871
"POINT (-93.6840711108441 34.0498308335552)",,,5,Arkansas,Pike County Hospital,335,,AR66,,Pike,E,Heliport,,,,Murfreesboro,Memphis,11/1988,AR,-93.6840711108441,34.0498308335552
"POINT (-93.8521291666858 33.9501133332611)",,,4,Arkansas,Howard Memorial Hospital,549,,0AR8,,Howard,E,Heliport,,,,Nashville,Memphis,06/1993,AR,-93.8521291666858,33.9501133332611
"POINT (-91.2651277777304 35.6086905555543)",,,3,Arkansas,Harris Hospital And Clinic,225,,AR92,,Jackson,E,Heliport,,,,Newport,Memphis,03/1991,AR,-91.2651277777304,35.6086905555543
"POINT (-89.9756433336579 35.7003555554845)",,,2,Arkansas,Smc Rgnl Medical Center,244,,AR67,,Mississippi,E,Heliport,,,,Osceola,Memphis,11/1988,AR,-89.9756433336579,35.7003555554845
"POINT (-90.4981619445993 36.0509022224335)",,,3,Arkansas,Arkansas Methodist Hospital,326,,AR95,,Greene,E,Heliport,,,,Paragould,St Louis,06/1991,AR,-90.4981619445993,36.0509022224335
"POINT (-90.2037777782105 36.3897222223671)",,,2,Arkansas,Piggott Community Hospital,272,,AR73,,Clay,E,Heliport,,,,Piggott,St Louis,06/1989,AR,-90.2037777782105,36.3897222223671
"POINT (-92.017918055541 34.1875980553997)",,,4,Arkansas,Jrmc,227,,13AR,,Jefferson,E,Heliport,,,,Pine Bluff,Memphis,05/1989,AR,-92.017918055541,34.1875980553997
"POINT (-90.9954008333649 36.2892327779291)",,,3,Arkansas,Five Rivers Medical Center,433,,AR53,,Randolph,E,Heliport,,,,Pocahontas,St Louis,02/1987,AR,-90.9954008333649,36.2892327779291
"POINT (-94.1335369442166 36.3334086111887)",,,5,Arkansas,Medi-Port,1350,,AR36,,Benton,E,Heliport,,,,Rogers,Kansas City,08/1982,AR,-94.1335369442166,36.3334086111887
"POINT (-93.1504500003208 35.2836944447149)",,,4,Arkansas,St Mary's Rgnl Medical Center,393,,4AR0,,Pope,E,Heliport,,,,Russellville,Memphis,05/1989,AR,-93.1504500003208,35.2836944447149
"POINT (-91.8101475004012 36.3831205556613)",,,3,Arkansas,Fulton County Hospital,700,,AR68,,Fulton,E,Heliport,,,,Salem,Kansas City,11/1988,AR,-91.8101475004012,36.3831205556613
"POINT (-91.6909697220494 35.2514738886264)",,,3,Arkansas,White County Medical Center,273,,29AR,,White,E,Heliport,,,,Searcy,Memphis,05/1989,AR,-91.6909697220494,35.2514738886264
"POINT (-91.7320816663045 35.2334183332312)",,,3,Arkansas,White County Medical Center,260,,AR78,,White,E,Heliport,,,,Searcy,Memphis,03/1990,AR,-91.7320816663045,35.2334183332312
"POINT (-91.787361110687 35.2334183332312)",,,3,Arkansas,Honey Hill,340,,AR33,,White,E,Heliport,,,,Searcy,Memphis,03/1982,AR,-91.787361110687,35.2334183332312
"POINT (-94.5410516667214 36.1814697219723)",,,5,Arkansas,Siloam Springs Memorial Hospital,1140,,AR69,,Benton,E,Heliport,,,,Siloam Springs,Kansas City,11/1988,AR,-94.5410516667214,36.1814697219723
"POINT (-94.1371474997189 36.1814663887963)",,,5,Arkansas,Smh,1352,,0AR0,,Washington,E,Heliport,,,,Springdale,Kansas City,05/1989,AR,-94.1371474997189,36.1814663887963
"POINT (-91.5597222226592 34.5177777775437)",,,3,Arkansas,Stuttgart Memorial Hospital,193,,32AR,,Arkansas,E,Heliport,,,,Stuttgart,Memphis,05/1989,AR,-91.5597222226592,34.5177777775437
"POINT (-94.0421322222987 33.4273472221956)",,,5,Arkansas,St Michael Hospital,1100,,AR37,,Miller,E,Heliport,,,,Texarkana,Memphis,04/1983,AR,-94.0421322222987,33.4273472221956
"POINT (-94.3399341666282 35.434533610912)",,,5,Arkansas,Crawford Memorial Hospital,467,,AR87,,Crawford,E,Heliport,,,,Van Buren,Memphis,11/1990,AR,-94.3399341666282,35.434533610912
"POINT (-92.2005555555432 35.0836111113217)",,,,Arkansas,Air Evac Lifeteam 30,470,,44AR,,Faulkner,,Heliport,,,,Vilonia,Memphis,05/2006,AR,-92.2005555555432,35.0836111113217
"POINT (-90.968453610748 36.073681111099)",,,3,Arkansas,Lawrence Memorial,265,,AR20,,Lawrence,E,Heliport,,,,Walnut Ridge,St Louis,08/1988,AR,-90.968453610748,36.073681111099
"POINT (-92.0593050001557 33.610386388561)",,,4,Arkansas,Bradley County Medical Center,200,,AR70,,Bradley,E,Heliport,,,,Warren,Memphis,11/1988,AR,-92.0593050001557,33.610386388561
"POINT (-90.1899999995927 35.1419444447008)",,,,Arkansas,Crittenden Rgnl Hospital,206,,08AR,,Crittenden,,Heliport,,,,West Memphis,Memphis,09/2008,AR,-90.1899999995927,35.1419444447008
"POINT (-90.7865019448209 35.2200886110738)",,,3,Arkansas,Cross Ridge Community Hospital,265,,AR74,,Cross,E,Heliport,,,,Wynne,Memphis,06/1989,AR,-90.7865019448209,35.2200886110738
"POINT (-92.6633333335665 36.4105555555981)",,,3,Arkansas,Pine Mountain,800,,3AR1,,Marion,E,Heliport,,,,Yellville,Kansas City,11/1997,AR,-92.6633333335665,36.4105555555981
"POINT (-109.882572221927 31.4178777781476)",,,11,Arizona,Copper Queen Hospital,5001,,6AZ6,,Cochise,E,Heliport,,,,Bisbee,Phoenix,03/2000,AZ,-109.882572221927,31.4178777781476
"POINT (-112.145992499944 34.0639222220411)",,,13,Arizona,Black Canyon City Medical Center,2040,,AZ68,,Yavapai,E,Heliport,,,,Black Canyon City,Phoenix,06/1983,AZ,-112.145992499944,34.0639222220411
"POINT (-114.553138889048 35.108722222349)",,,13,Arizona,Western Arizona Rgnl Medical Center,925,,22AZ,,Mohave,E,Heliport,,,,Bullhead City,Phoenix,07/2001,AZ,-114.553138889048,35.108722222349
"POINT (-111.864722222143 34.6080555553915)",,,12,Arizona,Yat,3300,,01AZ,,Yavapai,E,Heliport,,,,Camp Verde,Phoenix,12/2000,AZ,-111.864722222143,34.6080555553915
"POINT (-111.918480277964 33.8028169444808)",,,13,Arizona,The Boulders,2360,,AZ91,,Maricopa,E,Heliport,,,,Carefree,Phoenix,10/1985,AZ,-111.918480277964,33.8028169444808
"POINT (-111.716533055247 33.981983055736)",,,13,Arizona,Horseshoe Dam,2020,,AZ52,,Maricopa,E,Heliport,,,,Carefree,Phoenix,09/1982,AZ,-111.716533055247,33.981983055736
"POINT (-111.632638333546 33.8186527774163)",,,13,Arizona,Bartlett Dam,1610,,AZ51,,Maricopa,E,Heliport,,,,Carefree,Phoenix,09/1982,AZ,-111.632638333546,33.8186527774163
"POINT (-111.853471666728 33.227551110964)",,,13,Arizona,Jeppesen Ranch,1203,,AZ87,,Maricopa,E,Heliport,,,,Chandler,Phoenix,,AZ,-111.853471666728,33.227551110964
"POINT (-111.872917500378 33.2981047219472)",,,13,Arizona,Chandler Rgnl Medical Center,1195,,AZ76,,Maricopa,E,Heliport,,,,Chandler,Phoenix,,AZ,-111.872917500378,33.2981047219472
"POINT (-112.029601944187 34.7333544446754)",,,13,Arizona,Marcus J Lawrence Medical Center,3450,,AZ22,,Yavapai,E,Heliport,,,,Cottonwood,Phoenix,04/1980,AZ,-112.029601944187,34.7333544446754
"POINT (-111.583215832951 35.2236224998901)",,,13,Arizona,Flagstaff Mall,6835,,AZ23,,Coconino,E,Heliport,,,,Flagstaff,Phoenix,04/1980,AZ,-111.583215832951,35.2236224998901
"POINT (-111.642777778058 35.2083444442921)",,,13,Arizona,Flagstaff Medical Center East No. 2,7016,,3AZ0,,Coconino,E,Heliport,,,,Flagstaff,Phoenix,04/1988,AZ,-111.642777778058,35.2083444442921
"POINT (-111.836528333745 33.3722697224216)",,,13,Arizona,Pixley-Richards Gilbert,1231,,3AZ1,,Maricopa,E,Heliport,,,,Gilbert,Phoenix,04/1988,AZ,-111.836528333745,33.3722697224216
"POINT (-111.686722221795 33.3132777778997)",,,,Arizona,Gilbert Emergency Hospital,1350,,17AZ,,Maricopa,,Heliport,,,,Gilbert,Phoenix,03/2006,AZ,-111.686722221795,33.3132777778997
"POINT (-111.752777778172 33.285833333068)",,,,Arizona,Mercy Gilbert Medical Center,1280,,06AZ,,Maricopa,,Heliport,,,,Gilbert,Phoenix,04/2006,AZ,-111.752777778172,33.285833333068
"POINT (-112.179597222471 33.6083333329743)",,,,Arizona,Banner Thunderbird Medical Center,1328,,77AZ,,Maricopa,,Heliport,,,,Glendale,Phoenix,06/2008,AZ,-112.179597222471,33.6083333329743
"POINT (-111.44485444457 33.5533797223971)",,,12,Arizona,Mormon Flat Dam,1640,,AZ56,,Maricopa,E,Heliport,,,,Goldfield,Phoenix,09/1982,AZ,-111.44485444457,33.5533797223971
"POINT (-111.357351944059 33.5825472218538)",,,12,Arizona,Horse Mesa Nr 1,1890,,AZ55,,Maricopa,E,Heliport,,,,Goldfield,Phoenix,09/1982,AZ,-111.357351944059,33.5825472218538
